id,language,question_id,question,label,numerical_label,author,topic,test_set,comment
20163,de,3470,"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?",FAVOR,75,59792363c181,Foreign Policy,new_comments_defr,Ce n'est qu'à condition que cela soit économiquement acceptable pour les entreprises concernées qu'une telle imposition ne doit pas compromettre la compétitivité des entreprises.
20237,de,3412,Befürworten Sie eine Erhöhung des Rentenalters (z.B. auf 67 Jahre)?,AGAINST,25,b45cbdb3af03,Welfare,new_comments_defr,"Je suis en faveur d'un âge de retraite flexible qui donne des incitations claires: les travaux plus longs doivent être payés avec une retraite plus élevée, et pour les personnes ayant une longue durée d'activité et un revenu faible ou des métiers à forte intensité physique (comme la construction), les réductions de retraite doivent être socialement couvertes."
20238,de,3414,Eine Initiative fordert einen bezahlten Vaterschaftsurlaub von vier Wochen. Befürworten Sie dieses Anliegen?,FAVOR,100,b45cbdb3af03,Welfare,new_comments_defr,Elle vise ainsi à accroître la priorité du travail familial et à promouvoir la compatibilité entre la famille et le travail.
20239,de,3416,Befürworten Sie Bestrebungen in den Kantonen zur Senkung der Sozialhilfeleistungen?,AGAINST,0,b45cbdb3af03,Welfare,new_comments_defr,"L'objectif de l'aide sociale n'est pas de perdre du poids, mais de permettre à ceux qui ne peuvent plus trouver de travail pendant de longues périodes de temps de participer à la vie sociale et de faire tout ce qui est en son pouvoir pour intégrer les personnes concernées dans le processus de travail."
20243,de,3423,Soll sich der Staat stärker für gleiche Bildungschancen einsetzen (z.B. mit Nachhilfe-Gutscheinen für Schüler/-innen aus Familien mit geringem Einkommen)?,FAVOR,75,b45cbdb3af03,Education,new_comments_defr,L'éducation est une partie importante de notre développement.
20245,de,3426,Gemäss dem Konzept der integrativen Schule werden Kinder mit Lernschwierigkeiten oder Behinderungen grundsätzlich in regulären Schulklassen unterrichtet. Befürworten Sie dies?,AGAINST,25,b45cbdb3af03,Education,new_comments_defr,"Dans les classes régulières, ils sont souvent surchargés malgré des subventions supplémentaires, et les autres enfants reçoivent moins d'attention des enseignants."
20247,de,3430,Befürworten Sie eine weitere Verschärfung des Asylrechts?,AGAINST,0,b45cbdb3af03,Immigration,new_comments_defr,La dernière révision du droit d'asile a considérablement amélioré la situation et doit maintenant être mise en œuvre.
20248,de,3392,Soll der Konsum von Cannabis legalisiert werden?,AGAINST,0,b45cbdb3af03,Society,new_comments_defr,"Non, je crains une légalisation effrénée et, par conséquent, l'élimination des problèmes liés à la consommation de cannabis."
20250,de,3435,"Würden Sie es befürworten, wenn in der Schweiz die direkte aktive Sterbehilfe durch eine/-n Arzt/Ärztin straffrei möglich wäre?",AGAINST,0,b45cbdb3af03,Society,new_comments_defr,"Non, les médecins se sont engagés à guérir, et ils ne devraient pas être chargés de conseiller ou d'assister quelqu'un à se suicider."
20251,de,3436,Haben für Sie Steuersenkungen auf Bundesebene in den nächsten vier Jahren Priorität?,FAVOR,75,b45cbdb3af03,Finances,new_comments_defr,"En principe, il n'y a pas besoin de réductions d'impôts. Cependant, la peine de mariage doit être abolie. Pour les couples mariés, cela a pour conséquence une réduction d'impôts."
20252,de,3437,Befürworten Sie eine weitergehende Reduktion der Beitragszahlungen finanzstarker Kantone an die finanzschwachen Kantone im Rahmen des Finanzausgleichs (NFA)?,AGAINST,0,b45cbdb3af03,Finances,new_comments_defr,"Dans ce domaine, la solidarité des cantons doit être vécue comme elle l'a toujours été."
20318,de,3414,Eine Initiative fordert einen bezahlten Vaterschaftsurlaub von vier Wochen. Befürworten Sie dieses Anliegen?,FAVOR,75,dc153379075b,Welfare,new_comments_defr,Un congé parental commun est la meilleure solution.
20364,de,3412,Befürworten Sie eine Erhöhung des Rentenalters (z.B. auf 67 Jahre)?,FAVOR,100,32b83a536b07,Welfare,new_comments_defr,"Parmi d'autres mesures, c'est de remettre la pension en forme. Idée: le temps de travail à vie combiné avec des cotisations. Si vous voulez travailler plus longtemps, vous devriez pouvoir le faire. Aujourd'hui, vous êtes presque puni pour cela!"
20365,de,3413,Soll der Staat die Schaffung von familienergänzenden Betreuungsstrukturen finanziell stärker unterstützen?,FAVOR,75,32b83a536b07,Welfare,new_comments_defr,L'État = canton. Pas de mission fédérale. Mais le financement de l'initiative au niveau fédéral a été correct.
20368,de,3416,Befürworten Sie Bestrebungen in den Kantonen zur Senkung der Sozialhilfeleistungen?,FAVOR,75,32b83a536b07,Welfare,new_comments_defr,"Les coûts augmentent rapidement et doivent être maîtrisés, mais l'aide doit être utilisée de manière plus ciblée à l'avenir."
20376,de,3424,"Finden Sie es richtig, wenn Schulen Dispense aus religiösen Gründen für einzelne Fächer oder Veranstaltungen bewilligen (z.B. Sport- oder Sexualkundeunterricht)?",AGAINST,0,32b83a536b07,Education,new_comments_defr,"En Suisse, les citoyens doivent suivre la culture établie, mais ne pas abandonner leurs propres opinions. Les enfants sont considérés comme de futurs citoyens mûrs. C'est entre autres la mission de l'école."
20378,de,3426,Gemäss dem Konzept der integrativen Schule werden Kinder mit Lernschwierigkeiten oder Behinderungen grundsätzlich in regulären Schulklassen unterrichtet. Befürworten Sie dies?,FAVOR,100,32b83a536b07,Education,new_comments_defr,"Mais il ne faut pas faire descendre les niveaux. Les enfants qui veulent apprendre, qui sont meilleurs, ne doivent pas être freinés. Ils doivent porter la société à l'avenir, y compris les défavorisés. Cela profite à tous."
20379,de,3427,"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?",AGAINST,0,32b83a536b07,Immigration,new_comments_defr,Je pense qu'il est essentiel que nous ayons une position positive sur la question de l'égalité des sexes et de l'égalité entre les sexes.
20380,de,3428,Ist die Begrenzung der Einwanderung für Sie wichtiger als der Erhalt der Bilateralen Verträge mit der EU?,AGAINST,0,32b83a536b07,Immigration,new_comments_defr,"Cependant, la question est mal posée - elle traite de l'immigration de tous les pays et la compare à l'UE."
20382,de,3430,Befürworten Sie eine weitere Verschärfung des Asylrechts?,AGAINST,25,32b83a536b07,Immigration,new_comments_defr,Une question cruelle... mais en général: faire appliquer la loi existante!
20383,de,3431,Sollen die Anforderungen für Einbürgerungen erhöht werden?,AGAINST,25,32b83a536b07,Immigration,new_comments_defr,"Les règles existantes ne doivent être appliquées que de manière cohérente, et c'est une question des autorités municipales."
20384,de,3391,Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,AGAINST,25,32b83a536b07,Immigration,new_comments_defr,"Si vous venez en Suisse et que vous viviez avec notre culture, vous êtes les bienvenus!"
20385,de,3392,Soll der Konsum von Cannabis legalisiert werden?,FAVOR,75,32b83a536b07,Society,new_comments_defr,"Les dangers médicaux ne sont pas inexcusables, mais une légalisation élimine également le marché noir et rend les produits plus propres."
20386,de,3432,Sollen gleichgeschlechtliche Paare in allen Bereichen die gleichen Rechte wie heterosexuelle Paare haben?,FAVOR,100,32b83a536b07,Society,new_comments_defr,"C'est le noyau du libéralisme: tout le monde peut faire ce qu'il veut, tant qu'il ne dérange personne d'autre."
20387,de,3433,Sollen die Regeln der Fortpflanzungsmedizin weiter gelockert werden?,FAVOR,75,32b83a536b07,Society,new_comments_defr,Tant qu'elle répond aux attentes scientifiques et éthiques locales.
20389,de,3435,"Würden Sie es befürworten, wenn in der Schweiz die direkte aktive Sterbehilfe durch eine/-n Arzt/Ärztin straffrei möglich wäre?",FAVOR,100,32b83a536b07,Society,new_comments_defr,"Il s'agit ici d'une image brutale du monde. Il y a encore des années... et encore une fois, c'est un thème fondamental du libéralisme: pourquoi empêcher une autre personne de marcher qui a ses raisons personnelles pour prendre cette décision? Je trouve que c'est une arrogance cruelle et absolue de ceux qui veulent juger les autres sur cette question et qui veulent se faire passer pour des gens de bien. Ils ne doivent pas le faire eux-mêmes."
20390,de,3436,Haben für Sie Steuersenkungen auf Bundesebene in den nächsten vier Jahren Priorität?,AGAINST,25,32b83a536b07,Finances,new_comments_defr,Les taxes primaires sont perçues dans les cantons.
20391,de,3437,Befürworten Sie eine weitergehende Reduktion der Beitragszahlungen finanzstarker Kantone an die finanzschwachen Kantone im Rahmen des Finanzausgleichs (NFA)?,FAVOR,75,32b83a536b07,Finances,new_comments_defr,"Mais les cantons les plus financiers doivent avoir plus de voix. Ils ne peuvent pas se détériorer en vache payante pure! Qui paie: c'est bien - mais nous sommes en Suisse et nous discutons les uns avec les autres, mais les cantons les plus faibles financièrement doivent aussi faire leur part: améliorer leurs incitations à l'acquisition de personnes physiques et juridiques!"
20392,de,3438,Sollen Ehepaare getrennt als Einzelpersonen besteuert werden (Individualbesteuerung)?,FAVOR,100,32b83a536b07,Finances,new_comments_defr,Le libéralisme: chacun apporte sa part au tout. C'est une personne en soi.
20393,de,3439,Befürworten Sie eine Beschränkung des Wettbewerbs zwischen den Kantonen bei der Unternehmenssteuer?,AGAINST,25,32b83a536b07,Finances,new_comments_defr,"La compétition tient compte des circonstances locales. La Suisse se débrouille bien par rapport à l'international. Bien que la compétition soit difficile, elle réussit à long terme. Et la Suisse, avec sa mentalité, est durable."
20394,de,3440,Sollen Privathaushalte ihren Stromanbieter frei wählen können (vollständige Liberalisierung des Strommarktes)?,FAVOR,100,32b83a536b07,Economy,new_comments_defr,L'ouverture des marchés de l'électricité n'est pas triviale.
20395,de,3441,Befürworten Sie die Einführung eines für alle Arbeitnehmenden gültigen Mindestlohnes von CHF 4'000 für eine Vollzeitstelle?,AGAINST,25,32b83a536b07,Economy,new_comments_defr,"C'est une idée socialiste. Pas réfléchie. Au maximum, pour faire le vote. Si tout augmente d'environ 1 000 à 2 000 francs, parce que maintenant tout le monde a le sous-sol de 4 000 francs, tout deviendra plus cher, et dans 5 ans, nous serons de nouveau au même endroit - et encore plus sur une île à des prix élevés dans le monde. Et tout d'abord:"
20396,de,3442,Sollen Schweizer Unternehmen durch die Einführung von Investitionskontrollen besser vor Übernahmen durch ausländische Käufer geschützt werden?,AGAINST,25,32b83a536b07,Economy,new_comments_defr,"Comment cela devrait-il ressembler? Un investisseur étranger obtient également les emplois en Suisse - les employés peuvent rester en Suisse. La Suisse se classe très bien par rapport à l'international: des personnes hautement qualifiées, des travailleurs, des relations politiques relativement efficaces et stables, des infrastructures superbes. Un investisseur n'abandonne pas si vite."
20397,de,3443,Befürworten Sie eine vollständige Liberalisierung der Geschäftsöffnungszeiten?,FAVOR,100,32b83a536b07,Economy,new_comments_defr,"Le "" propriétaire du magasin "" devrait pouvoir décider lui-même (en fonction de la situation géographique de l'entreprise et de son idée d'entreprise) quand il veut être ouvert à ses clients en fonction de leur comportement quotidien !!!"
20398,de,3444,Soll der Kündigungsschutz für ältere Angestellte ausgebaut werden?,FAVOR,75,32b83a536b07,Economy,new_comments_defr,"Jusqu'à ce que la compréhension de l'""économie"" grandisse, que les employés plus âgés sont aussi précieux. Les employés plus âgés ont beaucoup d'expérience et de compétence à offrir. Il est clair qu'il faut éliminer les préjugés."
20399,de,3445,"Soll der Bund das Service-Public-Angebot (z.B. ÖV-Verbindungen, Poststellen) in den ländlichen Regionen stärker fördern?",FAVOR,75,32b83a536b07,Economy,new_comments_defr,"Le service public est un slogan suisse. C'est aussi un modèle de réussite pour la cohésion de notre nation de volonté. Cependant, nous ne pouvons pas tout financer. Peut-être devrions-nous revoir l'attitude générale à haute demande. En soi... la numérisation peut être un remplacement ici. Mais on ne doit pas se fermer à elle. Le monde change."
20400,de,3446,Soll der Ausbau des Mobilfunknetzes nach 5G-Standard weiter vorangetrieben werden?,FAVOR,75,32b83a536b07,Digitisation,new_comments_defr,"Ce qui est important pour la Suisse, c'est qu'il y a une campagne d'intimidation menée par des adversaires qui n'ont pas d'arguments. La 5G est plus efficace en énergie et diffuse moins qu'un téléphone portable."
20401,de,3447,"Sollen Online-Vermittlungsdienste (z.B. ""Airbnb""-Unterkünfte, ""Uber""-Taxidienste) stärker reguliert werden?",FAVOR,75,32b83a536b07,Digitisation,new_comments_defr,"La transition vers de nouveaux types d'entreprises doit être possible - mais avec les mêmes règles de jeu! Il ne peut pas y avoir d'égalité de jeu. D'un autre côté, il ne faut pas maintenir la structure. Les coûts des clients. Les temps changent. Mais en Suisse, nous voulons que cela soit transparent et durable."
20402,de,3448,"Eine Initiative fordert, dass die Schweiz ab 2050 auf die Verwendung fossiler Energieträger verzichtet. Unterstützen Sie dieses Anliegen?",AGAINST,25,32b83a536b07,Infrastructure & Environment,new_comments_defr,"Mais il faut aussi donner du temps à l'adaptation des infrastructures. Le fait qu'à un moment donné les énergies fossiles devront être remplacées parce qu'elles deviendront rares et coûteuses, au lieu de simplement être transformées en chaleur ou en mouvement, est aujourd'hui évident pour tout le monde. 30 ans est une courte période, et l'on peut atteindre le zéro net des émissions de gaz à effet de serre d'ici 2050."
20403,de,3449,Bislang wird auf fossile Brennstoffe (z.B. Heizöl oder Erdgas) eine CO2-Abgabe erhoben. Soll diese Abgabe auch auf Treibstoffe (z.B. Benzin und Diesel) ausgeweitet werden?,FAVOR,75,32b83a536b07,Infrastructure & Environment,new_comments_defr,"Il s'agit uniquement d'une solution globale: l'infrastructure de transport doit être bénéficiaire - pour tous les participants - des transports individuels comme les transports publics: train, avion, voiture, vélo, piétons."
20405,de,3451,Sollen stark befahrene Autobahnabschnitte auf sechs Spuren ausgebaut werden?,FAVOR,75,32b83a536b07,Infrastructure & Environment,new_comments_defr,"L'infrastructure ferroviaire a été développée pendant longtemps, au prix de la route. J'aime conduire et beaucoup de trains, mais il y a aussi des industries qui dépendent de la route. Et si nous conduisons plus de voitures électriques, la demande de routes va augmenter parce qu'elles sont maintenant "" propres ""."
20407,de,3453,"Befürworten Sie eine Lockerung der aktuell gültigen Schutzbestimmungen für Grossraubtiere (Luchs, Wolf, Bär)?",AGAINST,25,32b83a536b07,Infrastructure & Environment,new_comments_defr,"Un assouplissement général est rejeté, mais l'homme et l'animal d'élevage doivent pouvoir vivre dans notre paysage culturel."
20408,de,3454,Soll das geltende Moratorium für gentechnisch veränderte Pflanzen und Tiere in der Schweizer Landwirtschaft über das Jahr 2021 hinaus verlängert werden?,AGAINST,0,32b83a536b07,Infrastructure & Environment,new_comments_defr,"Il s'agit de vieux morceaux. Thème: interdiction de penser, conservatisme, à gauche comme à droite. La génétique se passe. Et je préfère avoir cela en Suisse et avec la Suisse que dans d'autres pays où il y a beaucoup moins de règles."
20409,de,3455,"Sollen nur noch Landwirte Direktzahlungen erhalten, die einen erweiterten ökologischen Leistungsnachweis erbringen (u.a. Verzicht auf synthetische Pestizide und Beschränkung des Antibiotika-Einsatzes)?",AGAINST,25,32b83a536b07,Infrastructure & Environment,new_comments_defr,"Ne pas exagérer! L'initiative de l'eau potable est trop extrême. Nous aimons tous l'eau potable pure!!! Mais les agriculteurs font déjà beaucoup aujourd'hui et savent par leur formation et leur expérience eux-mêmes que trop de chimie est nocive, surtout parce qu'elle est coûteuse! Et les produits de remplacement ""naturels"" sont alors utilisés de manière plus intensive et polluent à nouveau la nature à leur manière."
20410,de,3456,Befürworten Sie einen Ausbau des Landschaftsschutzes (z.B. strengere Regeln zum Bauen ausserhalb bestehender Bauzonen)?,FAVOR,100,32b83a536b07,Infrastructure & Environment,new_comments_defr,"Compression ! Mais intelligent: ici de hautes maisons, entre des prairies verdoyantes et de l'air !!! Ne construisez pas la Suisse dans une unité à trois étages ennuyeuse ! Il y a déjà beaucoup de bons projets - à Uster ZH, par exemple, le parc des cellules !"
20411,de,3457,Befürworten Sie strengere Tierschutzregelungen für die Haltung von Nutztieren (z.B. permanenter Zugang zum Aussenbereich)?,FAVOR,75,32b83a536b07,Infrastructure & Environment,new_comments_defr,"Mais les éleveurs doivent le faire dès aujourd'hui, car c'est ainsi que leurs produits sont plus sains, plus précieux et peuvent être vendus à un meilleur prix."
20415,de,3398,Soll die Schweiz das Schengen-Abkommen mit der EU kündigen und wieder verstärkte Personenkontrollen direkt an der Grenze einführen?,AGAINST,0,32b83a536b07,Security,new_comments_defr,"En ce qui concerne l'échange économique, la sécurité criminelle et migratoire, la Suisse est de retour dans le millénaire."
20416,de,3461,Soll auf die vom Bundesrat vorgeschlagene Verschärfung der Zulassungsbedingungen zum Zivildienst verzichtet werden?,AGAINST,25,32b83a536b07,Security,new_comments_defr,"Le service civil est trop attrayant par rapport à l'armée. Nous devons renégocier les obligations civiques et citoyennes, l'une dans le cadre de l'égalité et l'autre dans le cadre de l'engagement envers la société - dans une action actuelle et efficace."
20417,de,3462,Sollen Exporte von Kriegsmaterial aus der Schweiz verboten werden?,AGAINST,0,32b83a536b07,Security,new_comments_defr,"La législation actuelle et la pratique de l'octroi d'autorisations d'exportation sont déjà très restrictives. Elles suivent les principes de la politique étrangère et du droit international. Les exportations dans les pays en crise sont déjà aujourd'hui interdites. Bien que beaucoup de gens n'aiment pas entendre: la technologie militaire est et a toujours été au début, et ses découvertes sont passées à l'application civile et ont apporté une valeur ajoutée et une qualité de vie."
20420,de,3468,Soll die Schweiz Verhandlungen über den Beitritt zur EU aufnehmen?,AGAINST,0,32b83a536b07,Foreign Policy,new_comments_defr,"L'idée européenne est merveilleuse - et essentielle dans la concurrence internationale, mais l'UE est la mauvaise organisation pour cela! Elle ne représente pas l'Europe - les peuples et les cultures."
20421,de,3469,Soll der Bundesrat ein Freihandelsabkommen mit den USA anstreben?,FAVOR,100,32b83a536b07,Foreign Policy,new_comments_defr,"Un autre marché d'exportation très important, à côté de notre principal marché, l'UE."
20422,de,3470,"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?",AGAINST,25,32b83a536b07,Foreign Policy,new_comments_defr,"Le souvenir est noble et juste, mais que la Suisse doit se précipiter sur des pays isolés et conclure des accords n'apporte rien, et si c'est le cas, ce ne sont que des inconvénients tactiques. Ces questions doivent être convenues internationalement. Mais je sais que cela prend du temps..."
20423,de,3471,Befürworten Sie die Kandidatur der Schweiz für einen Sitz im UNO-Sicherheitsrat?,FAVOR,100,32b83a536b07,Foreign Policy,new_comments_defr,"La Suisse n'est pas une espèce de raciste de sabre, mais elle peut mettre en avant son point de vue et son expérience de la démocratie directe et de ses bons services et certainement apporter une contribution meilleure à la paix dans le monde que n'importe quel autre membre."
20451,de,3426,Gemäss dem Konzept der integrativen Schule werden Kinder mit Lernschwierigkeiten oder Behinderungen grundsätzlich in regulären Schulklassen unterrichtet. Befürworten Sie dies?,FAVOR,75,d1d4f500844d,Education,new_comments_defr,Les écoles devraient être équipées d'un nombre suffisant d'enseignants ou de classes plus petites.
20459,de,3414,Eine Initiative fordert einen bezahlten Vaterschaftsurlaub von vier Wochen. Befürworten Sie dieses Anliegen?,FAVOR,100,8aa829c3b86f,Welfare,new_comments_defr,"Je soutiens fermement l'introduction de la période de congé parental, qui peut être partagée entre les personnes à charge, mais la période de congé parental est un pas dans la bonne direction et doit donc être soutenue."
20460,de,3412,Befürworten Sie eine Erhöhung des Rentenalters (z.B. auf 67 Jahre)?,AGAINST,25,8aa829c3b86f,Welfare,new_comments_defr,"Je pense que l'augmentation de l'âge de la retraite est une solution à court terme et qu'à long terme, nous devons adopter une autre approche pour assurer la pension."
20463,de,3423,Soll sich der Staat stärker für gleiche Bildungschancen einsetzen (z.B. mit Nachhilfe-Gutscheinen für Schüler/-innen aus Familien mit geringem Einkommen)?,FAVOR,100,8aa829c3b86f,Education,new_comments_defr,L'éducation est le bien le plus précieux d'un État et devrait être encouragée en conséquence.
20464,de,3424,"Finden Sie es richtig, wenn Schulen Dispense aus religiösen Gründen für einzelne Fächer oder Veranstaltungen bewilligen (z.B. Sport- oder Sexualkundeunterricht)?",AGAINST,0,8aa829c3b86f,Education,new_comments_defr,L'école devrait être neutre sur le plan religieux afin de donner aux élèves la possibilité de s'exprimer librement.
20465,de,3426,Gemäss dem Konzept der integrativen Schule werden Kinder mit Lernschwierigkeiten oder Behinderungen grundsätzlich in regulären Schulklassen unterrichtet. Befürworten Sie dies?,FAVOR,75,8aa829c3b86f,Education,new_comments_defr,"Je soutiens l'intégration si, en retour, les enfants exceptionnels sont encouragés et non négligés."
20466,de,3427,"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?",FAVOR,100,8aa829c3b86f,Immigration,new_comments_defr,Ils enrichissent et soutiennent la vie de la collectivité et devraient donc bénéficier d'un certain droit d'expression.
20467,de,3428,Ist die Begrenzung der Einwanderung für Sie wichtiger als der Erhalt der Bilateralen Verträge mit der EU?,AGAINST,0,8aa829c3b86f,Immigration,new_comments_defr,"L'immigration a considérablement diminué ces dernières années, et je considère donc qu'une nouvelle restriction n'est pas nécessaire, à l'exception du fait que la Suisse profite beaucoup de la relation avec l'UE et qu'il serait insensé de mettre cette relation en péril. Mais ce qui ne veut pas dire que la Suisse se soumet à l'UE, une bonne base de négociation est toujours très importante."
20468,de,3431,Sollen die Anforderungen für Einbürgerungen erhöht werden?,AGAINST,0,8aa829c3b86f,Immigration,new_comments_defr,Les exigences sont déjà aujourd'hui à un niveau que même les Suisses nés n'atteignent souvent pas.
